crane,boom,cwt,radius,lift,capacity,location
250T Grove,78.5m,80T,68.0,3.1,250,Launceston
300T Grove,80m,16.5T,68.0,,300,Launceston
300T Grove,80m,35.5T,68.0,,300,Launceston
300T Grove,80m,54.5T,68.0,,300,Launceston
300T Grove,80m,74.5T,68.0,2.3,300,Launceston
300T Grove,80m,92.5T,68.0,4.0,300,Launceston
,,,68.0,,9999,Unknown
2.8T Maeda,8.5m,0,68.0,,2,Hobart
4T Maeda,16.4m,0,68.0,,4,Hobart
13T Kato,24m,0,68.0,,13,Launceston
25T    Kato,31m,0,68.0,,25,Hobart
25T Kato City,29m,0,68.0,,25,Hobart
35T Demag,37.4m,2.5T,68.0,,35,Hobart
35T Demag,37.4m,5.5T,68.0,,35,Hobart
40T Franna,Static,,68.0,,40,Hobart
40T Franna,Mobile,,68.0,,40,Hobart
40T Franna,,,68.0,,40,Hobart
60T Demag,44m,4.6T,68.0,,60,Hobart
60T Demag,44m,11.6T,68.0,,60,Hobart
60T Demag #2,50m,4.7T,68.0,,60,Hobart
60T Demag #2,50m,12.1T,68.0,,60,Hobart
100T Liehbherr,52m,11.5T,68.0,,100,Hobart
100T Liehbherr,52m,35T,68.0,,100,Hobart
220T Tadano,68m,0T,68.0,,220,Hobart
220T Tadano,68m,23.5T,68.0,,220,Hobart
220T Tadano,68m,47T,68.0,,220,Hobart
220T Tadano,68m,71T,68.0,,220,Hobart
250T Grove #2,70m,0T,68.0,,250,Hobart
250T Grove #2,70m,16.5T,68.0,,250,Hobart
250T Grove #2,70m,40T,68.0,,250,Hobart
250T Grove #2,70m,80T,68.0,,250,Hobart
300T Grove,80m,16.5T,68.0,,300,Launceston
300T Grove,80m,35.5T,68.0,,300,Launceston
300T Grove,80m,54.5T,68.0,,300,Launceston
300T Grove,80m,74.5T,68.0,2.3,300,Launceston
300T Grove,80m,92.5T,68.0,4.0,300,Launceston
7T Tadpole,21m,,70.0,,7,Launceston
13T Kato,24m,,70.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,70.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,70.0,,40,Launceston
55T Grove,43m,6.6T,70.0,,55,Launceston
,43m,11.5T C/W,70.0,,9999,Unknown
100T Grove,60m,4.5T C/W,70.0,,100,Launceston
,60m,26.2T,70.0,,9999,Unknown
150T Grove,60m,1T,70.0,,150,Launceston
150T Grove,60m,26.3T,70.0,,150,Launceston
150T Grove,60m,44.56T,70.0,,150,Launceston
250T Grove,78.5m,0T,70.0,,250,Launceston
250T Grove,78.5m,16.5T,70.0,,250,Launceston
250T Grove,78.5m,40T,70.0,,250,Launceston
250T Grove,78.5m,50T,70.0,,250,Launceston
250T Grove,78.5,70T,70.0,1.8,250,Launceston
250T Grove,78.5m,80T,70.0,2.8,250,Launceston
300T Grove,80m,16.5T,70.0,,300,Launceston
300T Grove,80m,35.5T,70.0,,300,Launceston
300T Grove,80m,54.5T,70.0,,300,Launceston
300T Grove,80m,74.5T,70.0,1.9,300,Launceston
300T Grove,80m,92.5T,70.0,2.9,300,Launceston
,,,70.0,,9999,Unknown
2.8T Maeda,8.5m,0,70.0,,2,Hobart
4T Maeda,16.4m,0,70.0,,4,Hobart
13T Kato,24m,0,70.0,,13,Launceston
25T    Kato,31m,0,70.0,,25,Hobart
25T Kato City,29m,0,70.0,,25,Hobart
35T Demag,37.4m,2.5T,70.0,,35,Hobart
35T Demag,37.4m,5.5T,70.0,,35,Hobart
40T Franna,Static,,70.0,,40,Hobart
40T Franna,Mobile,,70.0,,40,Hobart
40T Franna,,,70.0,,40,Hobart
60T Demag,44m,4.6T,70.0,,60,Hobart
60T Demag,44m,11.6T,70.0,,60,Hobart
60T Demag #2,50m,4.7T,70.0,,60,Hobart
60T Demag #2,50m,12.1T,70.0,,60,Hobart
100T Liehbherr,52m,11.5T,70.0,,100,Hobart
100T Liehbherr,52m,35T,70.0,,100,Hobart
220T Tadano,68m,0T,70.0,,220,Hobart
220T Tadano,68m,23.5T,70.0,,220,Hobart
220T Tadano,68m,47T,70.0,,220,Hobart
220T Tadano,68m,71T,70.0,,220,Hobart
250T Grove #2,70m,0T,70.0,,250,Hobart
250T Grove #2,70m,16.5T,70.0,,250,Hobart
250T Grove #2,70m,40T,70.0,,250,Hobart
250T Grove #2,70m,80T,70.0,,250,Hobart
300T Grove,80m,16.5T,70.0,,300,Launceston
300T Grove,80m,35.5T,70.0,,300,Launceston
300T Grove,80m,54.5T,70.0,,300,Launceston
300T Grove,80m,74.5T,70.0,1.9,300,Launceston
300T Grove,80m,92.5T,70.0,2.9,300,Launceston
7T Tadpole,21m,,72.0,,7,Launceston
13T Kato,24m,,72.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,72.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,72.0,,40,Launceston
55T Grove,43m,6.6T,72.0,,55,Launceston
,43m,11.5T C/W,72.0,,9999,Unknown
100T Grove,60m,4.5T C/W,72.0,,100,Launceston
,60m,26.2T,72.0,,9999,Unknown
150T Grove,60m,1T,72.0,,150,Launceston
150T Grove,60m,26.3T,72.0,,150,Launceston
150T Grove,60m,44.56T,72.0,,150,Launceston
250T Grove,78.5m,0T,72.0,,250,Launceston
250T Grove,78.5m,16.5T,72.0,,250,Launceston
250T Grove,78.5m,40T,72.0,,250,Launceston
250T Grove,78.5m,50T,72.0,,250,Launceston
250T Grove,78.5,70T,72.0,1.5,250,Launceston
250T Grove,78.5m,80T,72.0,2.4,250,Launceston
300T Grove,80m,16.5T,72.0,,300,Launceston
300T Grove,80m,35.5T,72.0,,300,Launceston
300T Grove,80m,54.5T,72.0,,300,Launceston
300T Grove,80m,74.5T,72.0,,300,Launceston
300T Grove,80m,92.5T,72.0,2.5,300,Launceston
,,,72.0,,9999,Unknown
2.8T Maeda,8.5m,0,72.0,,2,Hobart
4T Maeda,16.4m,0,72.0,,4,Hobart
13T Kato,24m,0,72.0,,13,Launceston
25T    Kato,31m,0,72.0,,25,Hobart
25T Kato City,29m,0,72.0,,25,Hobart
35T Demag,37.4m,2.5T,72.0,,35,Hobart
35T Demag,37.4m,5.5T,72.0,,35,Hobart
40T Franna,Static,,72.0,,40,Hobart
40T Franna,Mobile,,72.0,,40,Hobart
40T Franna,,,72.0,,40,Hobart
60T Demag,44m,4.6T,72.0,,60,Hobart
60T Demag,44m,11.6T,72.0,,60,Hobart
60T Demag #2,50m,4.7T,72.0,,60,Hobart
60T Demag #2,50m,12.1T,72.0,,60,Hobart
100T Liehbherr,52m,11.5T,72.0,,100,Hobart
100T Liehbherr,52m,35T,72.0,,100,Hobart
220T Tadano,68m,0T,72.0,,220,Hobart
220T Tadano,68m,23.5T,72.0,,220,Hobart
220T Tadano,68m,47T,72.0,,220,Hobart
220T Tadano,68m,71T,72.0,,220,Hobart
250T Grove #2,70m,0T,72.0,,250,Hobart
250T Grove #2,70m,16.5T,72.0,,250,Hobart
250T Grove #2,70m,40T,72.0,,250,Hobart
250T Grove #2,70m,80T,72.0,,250,Hobart
300T Grove,80m,16.5T,72.0,,300,Launceston
300T Grove,80m,35.5T,72.0,,300,Launceston
300T Grove,80m,54.5T,72.0,,300,Launceston
300T Grove,80m,74.5T,72.0,,300,Launceston
300T Grove,80m,92.5T,72.0,2.5,300,Launceston
7T Tadpole,21m,,74.0,,7,Launceston
13T Kato,24m,,74.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,74.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,74.0,,40,Launceston
55T Grove,43m,6.6T,74.0,,55,Launceston
,43m,11.5T C/W,74.0,,9999,Unknown
100T Grove,60m,4.5T C/W,74.0,,100,Launceston
,60m,26.2T,74.0,,9999,Unknown
150T Grove,60m,1T,74.0,,150,Launceston
150T Grove,60m,26.3T,74.0,,150,Launceston
150T Grove,60m,44.56T,74.0,,150,Launceston
250T Grove,78.5m,0T,74.0,,250,Launceston
250T Grove,78.5m,16.5T,74.0,,250,Launceston
250T Grove,78.5m,40T,74.0,,250,Launceston
250T Grove,78.5m,50T,74.0,,250,Launceston
250T Grove,78.5,70T,74.0,1.1,250,Launceston
250T Grove,78.5m,80T,74.0,1.3,250,Launceston
300T Grove,80m,16.5T,74.0,,300,Launceston
300T Grove,80m,35.5T,74.0,,300,Launceston
300T Grove,80m,54.5T,74.0,,300,Launceston
300T Grove,80m,74.5T,74.0,,300,Launceston
300T Grove,80m,92.5T,74.0,1.7,300,Launceston
,,,74.0,,9999,Unknown
2.8T Maeda,8.5m,0,74.0,,2,Hobart
4T Maeda,16.4m,0,74.0,,4,Hobart
13T Kato,24m,0,74.0,,13,Launceston
25T    Kato,31m,0,74.0,,25,Hobart
25T Kato City,29m,0,74.0,,25,Hobart
35T Demag,37.4m,2.5T,74.0,,35,Hobart
35T Demag,37.4m,5.5T,74.0,,35,Hobart
40T Franna,Static,,74.0,,40,Hobart
40T Franna,Mobile,,74.0,,40,Hobart
40T Franna,,,74.0,,40,Hobart
60T Demag,44m,4.6T,74.0,,60,Hobart
60T Demag,44m,11.6T,74.0,,60,Hobart
60T Demag #2,50m,4.7T,74.0,,60,Hobart
60T Demag #2,50m,12.1T,74.0,,60,Hobart
100T Liehbherr,52m,11.5T,74.0,,100,Hobart
100T Liehbherr,52m,35T,74.0,,100,Hobart
220T Tadano,68m,0T,74.0,,220,Hobart
220T Tadano,68m,23.5T,74.0,,220,Hobart
220T Tadano,68m,47T,74.0,,220,Hobart
220T Tadano,68m,71T,74.0,,220,Hobart
250T Grove #2,70m,0T,74.0,,250,Hobart
250T Grove #2,70m,16.5T,74.0,,250,Hobart
250T Grove #2,70m,40T,74.0,,250,Hobart
250T Grove #2,70m,80T,74.0,,250,Hobart
300T Grove,80m,16.5T,74.0,,300,Launceston
300T Grove,80m,35.5T,74.0,,300,Launceston
300T Grove,80m,54.5T,74.0,,300,Launceston
300T Grove,80m,74.5T,74.0,,300,Launceston
300T Grove,80m,92.5T,74.0,1.7,300,Launceston
